"Date","Price","Open","High","Low","Vol.","Change %"
"02/04/2020","1,870.01","1,870.01","1,870.01","1,870.01","0.02K","0.00%"
"02/03/2020","1,870.00","1,840.02","1,870.00","1,840.02","0.38K","-3.36%"
"01/31/2020","1,934.99","1,892.12","1,934.99","1,892.12","0.04K","0.00%"
"01/30/2020","1,934.99","1,947.97","1,947.97","1,934.99","0.06K","1.84%"
"01/29/2020","1,900.01","1,920.00","1,920.00","1,900.00","0.36K","-0.94%"
"01/28/2020","1,918.00","1,910.02","1,930.00","1,910.00","0.12K","-1.60%"
"01/27/2020","1,949.17","1,940.00","1,950.00","1,901.00","0.24K","0.01%"
"01/23/2020","1,949.00","1,945.00","1,950.00","1,945.00","0.10K","0.99%"
"01/22/2020","1,929.98","1,875.00","1,970.00","1,875.00","0.42K","0.17%"
"01/21/2020","1,926.70","1,900.00","1,998.00","1,900.00","0.78K","-0.82%"
"01/20/2020","1,942.71","1,900.00","2,000.00","1,899.90","0.98K","-0.37%"
"01/17/2020","1,949.94","1,910.01","1,950.00","1,910.01","0.08K","2.08%"
"01/15/2020","1,910.28","1,920.10","1,920.10","1,884.00","1.78K","-3.52%"
"01/14/2020","1,980.00","2,000.00","2,000.00","1,979.00","0.70K","0.22%"
"01/13/2020","1,975.65","1,930.00","2,020.00","1,930.00","2.10K","1.32%"
"01/10/2020","1,950.00","1,950.00","1,950.00","1,950.00","0.04K","-1.47%"
"01/09/2020","1,979.00","1,979.00","1,979.00","1,979.00","0.02K","1.18%"
"01/08/2020","1,956.00","1,956.00","1,956.01","1,956.00","0.08K","0.82%"
"01/07/2020","1,940.00","1,949.99","1,950.00","1,900.00","0.72K","0.52%"
"01/06/2020","1,930.02","1,970.00","1,998.90","1,930.02","0.66K","-3.92%"
"01/03/2020","2,008.84","2,009.89","2,013.00","1,925.00","0.84K","0.28%"
"01/02/2020","2,003.27","1,989.88","2,010.00","1,987.00","0.26K","1.40%"
"01/01/2020","1,975.52","1,931.02","2,054.00","1,930.00","0.86K","-0.88%"
"12/31/2019","1,993.06","1,986.00","2,005.00","1,979.99","0.46K","0.36%"
"12/30/2019","1,986.00","2,010.00","2,010.00","1,986.00","1.90K","0.19%"
"12/27/2019","1,982.29","2,000.00","2,024.00","1,950.00","1.46K","-1.44%"
"12/26/2019","2,011.25","2,019.00","2,039.00","2,000.00","0.24K","-0.43%"
"12/24/2019","2,020.00","2,010.00","2,020.00","2,010.00","0.04K","0.61%"
"12/23/2019","2,007.71","2,000.00","2,029.00","1,985.00","0.18K","0.60%"
"12/20/2019","1,995.83","1,921.00","2,040.00","1,900.00","0.66K","2.08%"
"12/19/2019","1,955.10","2,050.00","2,060.00","1,952.25","1.90K","-4.86%"
"12/18/2019","2,055.00","2,080.00","2,080.00","2,000.00","0.38K","-2.19%"
"12/17/2019","2,101.11","2,090.40","2,150.00","1,990.00","2.00K","0.51%"
"12/16/2019","2,090.36","2,065.00","2,120.00","2,040.00","1.70K","1.53%"
"12/13/2019","2,058.80","2,044.99","2,059.00","2,044.99","0.38K","0.47%"
"12/12/2019","2,049.12","2,065.00","2,125.00","1,950.00","1.16K","0.94%"
"12/11/2019","2,030.00","2,030.00","2,075.00","2,010.00","0.70K","-0.68%"
"12/10/2019","2,044.00","1,981.00","2,044.00","1,980.00","0.36K","-0.62%"
"12/09/2019","2,056.65","2,095.00","2,099.99","1,975.04","1.30K","-1.07%"
"12/06/2019","2,078.98","2,021.00","2,200.00","2,020.17","2.00K","-2.23%"
"12/05/2019","2,126.49","2,200.00","2,200.00","2,050.00","1.02K","-1.07%"
"12/04/2019","2,149.49","2,100.00","2,149.97","2,076.99","2.90K","4.93%"
"12/03/2019","2,048.47","2,048.56","2,048.56","2,048.00","14.96K","5.00%"
"12/02/2019","1,951.01","1,951.01","1,951.01","1,951.01","0.66K","5.00%"
"11/29/2019","1,858.11","1,847.00","1,858.11","1,840.00","2.14K","5.00%"
"11/28/2019","1,769.63","1,700.00","1,769.63","1,700.00","4.80K","5.00%"
"11/27/2019","1,685.37","1,650.00","1,698.94","1,650.00","0.72K","1.84%"
"11/26/2019","1,655.00","1,699.99","1,699.99","1,655.00","0.52K","-1.69%"
"11/25/2019","1,683.50","1,681.20","1,700.00","1,651.00","1.80K","0.21%"
"11/22/2019","1,680.00","1,650.02","1,689.89","1,650.01","0.50K","0.02%"
"11/21/2019","1,679.62","1,720.00","1,720.00","1,679.37","1.56K","-4.99%"
"11/20/2019","1,767.75","1,799.00","1,800.00","1,745.01","1.94K","0.52%"
"11/19/2019","1,758.64","1,840.00","1,840.00","1,750.00","3.40K","-2.35%"
"11/18/2019","1,800.97","1,751.01","1,850.00","1,751.00","4.78K","-1.68%"
"11/15/2019","1,831.70","1,860.00","1,955.00","1,812.00","0.74K","-2.77%"
"11/14/2019","1,883.90","1,816.00","1,889.00","1,815.00","2.00K","4.47%"
"11/13/2019","1,803.21","1,770.00","1,829.97","1,761.00","4.04K","-2.88%"
"11/12/2019","1,856.59","1,799.00","1,873.99","1,765.00","4.08K","3.99%"
"11/11/2019","1,785.38","1,730.00","1,800.00","1,729.01","2.64K","3.28%"
"11/08/2019","1,728.69","1,728.69","1,728.69","1,649.99","12.06K","5.00%"
"11/07/2019","1,646.38","1,646.00","1,646.38","1,612.00","10.44K","5.00%"
"11/06/2019","1,567.99","1,545.00","1,567.99","1,500.00","98.18K","5.00%"
"11/05/2019","1,493.33","1,500.00","1,510.00","1,470.00","34.10K","-0.44%"
"11/04/2019","1,500.00","1,510.00","1,510.00","1,480.00","0.34K","0.00%"
"11/01/2019","1,500.00","1,505.00","1,505.00","1,499.00","2.18K","0.00%"
"10/31/2019","1,500.00","1,499.99","1,500.00","1,475.70","0.78K","3.09%"
"10/30/2019","1,455.00","1,475.00","1,475.00","1,451.00","50.24K","-0.68%"
"10/29/2019","1,465.00","1,480.00","1,480.00","1,450.00","0.14K","-0.34%"
"10/28/2019","1,470.00","1,460.00","1,500.01","1,460.00","5.04K","-0.08%"
"10/25/2019","1,471.25","1,430.00","1,491.00","1,430.00","4.42K","3.61%"
"10/24/2019","1,420.00","1,420.80","1,450.00","1,410.00","0.68K","0.00%"
"10/23/2019","1,420.06","1,420.00","1,420.06","1,420.00","0.20K","-2.06%"
"10/22/2019","1,450.00","1,450.00","1,450.00","1,450.00","0.02K","-0.14%"
"10/21/2019","1,452.00","1,455.00","1,455.00","1,450.00","0.06K","-3.39%"
"10/17/2019","1,503.00","1,502.01","1,503.00","1,502.01","0.06K","-1.31%"
"10/16/2019","1,523.00","1,520.00","1,530.00","1,520.00","0.14K","-4.81%"
"10/15/2019","1,600.00","1,600.00","1,600.00","1,600.00","0.04K","0.00%"
"10/14/2019","1,600.00","1,600.00","1,600.00","1,600.00","0.10K","-0.03%"
"10/11/2019","1,600.49","1,600.00","1,600.49","1,600.00","0.30K","0.03%"
"10/10/2019","1,599.99","1,620.00","1,625.00","1,599.99","0.78K","-1.11%"
"10/09/2019","1,618.00","1,620.00","1,620.67","1,590.00","1.56K","4.83%"
"10/08/2019","1,543.50","1,525.00","1,543.50","1,500.00","1.80K","5.00%"
"10/07/2019","1,470.00","1,469.99","1,470.00","1,465.00","0.30K","5.00%"
"10/04/2019","1,400.00","1,400.00","1,400.00","1,400.00","0.08K","2.00%"
"10/03/2019","1,372.61","1,372.61","1,372.61","1,350.00","2.82K","5.00%"
"10/02/2019","1,307.25","1,221.00","1,307.25","1,221.00","48.24K","5.00%"
"10/01/2019","1,245.00","1,210.00","1,250.00","1,201.00","0.10K","3.75%"
"09/30/2019","1,200.00","1,200.00","1,201.00","1,200.00","5.46K","0.00%"
"09/27/2019","1,200.00","1,200.00","1,200.00","1,199.99","0.16K","0.00%"
"09/26/2019","1,200.00","1,200.00","1,200.00","1,200.00","2.46K","0.00%"
"09/25/2019","1,200.00","1,200.00","1,200.00","1,200.00","0.72K","0.00%"
"09/23/2019","1,200.00","1,200.00","1,200.00","1,199.99","2.68K","0.00%"
"09/20/2019","1,200.00","1,201.01","1,201.01","1,200.00","1.32K","0.38%"
"09/19/2019","1,195.50","1,200.00","1,200.00","1,191.00","3.28K","-0.38%"
"09/18/2019","1,200.00","1,211.00","1,212.00","1,200.00","0.42K","-4.76%"
"09/17/2019","1,260.00","1,200.00","1,260.00","1,190.00","0.10K","5.00%"
"09/16/2019","1,200.00","1,200.00","1,200.00","1,199.00","0.18K","-0.08%"
"09/13/2019","1,201.00","1,205.10","1,205.10","1,190.00","35.82K","-0.01%"
"09/12/2019","1,201.09","1,195.00","1,225.00","1,195.00","16.32K","0.51%"
"09/11/2019","1,195.00","1,200.00","1,200.00","1,190.00","0.58K","-0.42%"
"09/06/2019","1,200.00","1,200.00","1,200.00","1,200.00","0.04K","-1.64%"
"09/05/2019","1,220.00","1,220.00","1,220.00","1,219.99","0.30K","0.00%"
"09/04/2019","1,220.00","1,220.00","1,220.00","1,220.00","0.02K","0.00%"
"09/03/2019","1,220.00","1,200.00","1,200.00","1,200.00","0.02K","0.00%"
"09/02/2019","1,220.00","1,225.00","1,240.00","1,220.00","0.12K","3.11%"
"08/29/2019","1,183.18","1,260.00","1,260.00","1,180.38","0.18K","-4.77%"
"08/28/2019","1,242.50","1,201.75","1,300.00","1,201.75","0.16K","-1.78%"
"08/27/2019","1,265.00","1,300.00","1,300.00","1,240.00","0.12K","1.45%"
"08/23/2019","1,246.88","1,200.00","1,200.00","1,200.00","0.02K","0.00%"
"08/22/2019","1,246.88","1,240.00","1,248.76","1,240.00","0.06K","4.84%"
"08/21/2019","1,189.30","1,176.00","1,189.38","1,176.00","0.46K","4.99%"
"08/20/2019","1,132.75","1,122.56","1,180.00","1,116.41","0.54K","-3.61%"
"08/19/2019","1,175.16","1,180.00","1,180.00","1,175.16","0.56K","-5.00%"
"08/16/2019","1,237.01","1,201.56","1,201.56","1,201.56","0.02K","0.00%"
"08/07/2019","1,237.01","1,240.00","1,242.10","1,235.01","0.40K","-4.85%"
"08/02/2019","1,300.01","1,300.01","1,300.01","1,300.00","0.06K","0.00%"
"07/31/2019","1,300.03","1,300.05","1,300.05","1,300.00","0.04K","0.00%"
"07/30/2019","1,300.00","1,285.00","1,300.00","1,285.00","0.04K","-3.70%"
"07/25/2019","1,350.00","1,351.01","1,351.01","1,350.00","0.06K","-1.46%"
"07/24/2019","1,369.99","1,369.99","1,369.99","1,369.99","0.06K","-0.73%"
"07/19/2019","1,380.00","1,380.00","1,380.00","1,370.00","1.10K","0.00%"
"07/17/2019","1,380.00","1,380.00","1,380.00","1,378.00","1.00K","0.80%"
"07/11/2019","1,369.00","1,369.00","1,369.00","1,369.00","0.02K","4.66%"
"07/10/2019","1,308.00","1,308.00","1,310.00","1,308.00","0.10K","-1.28%"
"07/08/2019","1,325.00","1,310.00","1,325.00","1,285.00","0.08K","-1.85%"
"07/05/2019","1,350.00","1,350.00","1,350.00","1,350.00","0.12K","0.67%"
"07/04/2019","1,341.02","1,350.00","1,350.00","1,341.02","0.04K","-4.21%"
"07/03/2019","1,400.00","1,439.00","1,439.00","1,400.00","0.14K","-2.78%"
"07/01/2019","1,440.00","1,440.00","1,440.00","1,390.00","0.26K","4.32%"
"06/28/2019","1,380.31","1,400.00","1,400.00","1,350.00","0.34K","0.72%"
"06/27/2019","1,370.45","1,357.00","1,400.00","1,357.00","0.44K","-2.11%"
"06/25/2019","1,400.00","1,336.00","1,400.00","1,400.00","1.12K","4.79%"
"06/24/2019","1,336.00","1,336.00","1,336.00","1,336.00","0.60K","0.00%"
"06/20/2019","1,336.00","1,330.00","1,340.00","1,330.00","0.14K","0.45%"
"06/19/2019","1,330.00","1,330.00","1,330.00","1,330.00","0.02K","1.03%"
"06/18/2019","1,316.50","1,320.00","1,330.00","1,300.00","0.34K","-1.90%"
"06/14/2019","1,342.00","1,341.99","1,342.00","1,341.99","0.04K","2.28%"
"06/13/2019","1,312.10","1,312.10","1,312.10","1,312.10","0.02K","-4.92%"
"06/12/2019","1,380.00","1,311.00","1,380.00","1,311.00","0.12K","0.00%"
"06/11/2019","1,380.00","1,380.00","1,380.00","1,380.00","0.10K","-3.64%"
"06/03/2019","1,432.18","1,432.18","1,432.18","1,432.18","0.02K","5.00%"
"05/29/2019","1,364.00","1,349.00","1,364.00","1,349.00","0.16K","4.92%"
"05/28/2019","1,300.01","1,275.00","1,300.01","1,275.00","0.08K","2.36%"
"05/27/2019","1,270.00","1,270.00","1,270.00","1,270.00","0.04K","-2.31%"
"05/24/2019","1,300.00","1,298.01","1,300.00","1,266.18","0.16K","-0.68%"
"05/23/2019","1,308.88","1,210.00","1,317.75","1,210.00","0.60K","4.29%"
"05/22/2019","1,255.00","1,250.00","1,288.00","1,250.00","0.14K","2.24%"
"05/21/2019","1,227.50","1,231.00","1,231.00","1,218.00","0.12K","-4.25%"
"05/20/2019","1,282.00","1,280.00","1,290.00","1,200.01","0.18K","1.57%"
"05/17/2019","1,262.13","1,290.00","1,290.00","1,230.00","0.22K","-2.16%"
"05/16/2019","1,290.00","1,273.00","1,290.00","1,273.00","0.98K","-3.73%"
"05/15/2019","1,340.00","1,254.00","1,345.00","1,254.00","0.18K","1.52%"
"05/14/2019","1,320.00","1,350.00","1,350.00","1,320.00","0.08K","-2.58%"
"05/13/2019","1,355.00","1,357.00","1,360.25","1,355.00","0.22K","-3.21%"
"05/09/2019","1,400.00","1,400.00","1,415.00","1,400.00","0.16K","3.70%"
"05/08/2019","1,350.00","1,350.00","1,350.00","1,349.00","0.24K","-3.57%"
"05/07/2019","1,400.00","1,400.00","1,400.00","1,335.00","0.06K","-0.36%"
"05/06/2019","1,405.00","1,410.00","1,410.00","1,405.00","0.06K","0.36%"
"05/03/2019","1,400.00","1,400.00","1,400.00","1,400.00","0.04K","-0.99%"
"05/02/2019","1,414.00","1,430.00","1,430.00","1,411.00","0.10K","-1.19%"
"04/30/2019","1,431.00","1,490.00","1,490.00","1,431.00","0.04K","-2.59%"
"04/29/2019","1,469.00","1,400.00","1,540.00","1,400.00","0.84K","-0.14%"
"04/26/2019","1,471.08","1,501.00","1,501.00","1,471.08","0.58K","-5.00%"
"04/25/2019","1,548.50","1,548.50","1,548.50","1,548.50","1.82K","-5.00%"
"04/23/2019","1,630.00","1,655.00","1,655.00","1,630.00","0.14K","-2.42%"
"04/19/2019","1,670.50","1,627.00","1,684.00","1,622.00","0.22K","2.99%"
"04/18/2019","1,622.00","1,630.00","1,630.00","1,620.00","0.10K","-0.64%"
"04/17/2019","1,632.50","1,631.01","1,635.00","1,631.01","0.34K","-0.44%"
"04/16/2019","1,639.68","1,600.00","1,659.00","1,600.00","1.76K","-1.01%"
"04/15/2019","1,656.37","1,560.00","1,682.76","1,560.00","2.08K","3.35%"
"04/12/2019","1,602.64","1,600.00","1,640.00","1,599.99","0.40K","0.01%"
"04/10/2019","1,602.50","1,605.00","1,605.00","1,600.00","0.08K","-1.08%"
"04/09/2019","1,620.00","1,620.00","1,620.00","1,620.00","0.04K","1.19%"
"04/08/2019","1,601.00","1,650.00","1,650.00","1,601.00","0.04K","-1.78%"
"04/02/2019","1,630.00","1,626.00","1,636.00","1,626.00","0.48K","-1.80%"
"04/01/2019","1,659.95","1,669.99","1,669.99","1,642.01","0.12K","-2.24%"
"03/29/2019","1,698.00","1,698.00","1,698.00","1,698.00","0.02K","2.78%"
"03/28/2019","1,652.08","1,645.00","1,675.00","1,645.00","0.24K","-2.81%"
"03/27/2019","1,699.90","1,680.00","1,699.90","1,680.00","0.06K","1.43%"
"03/26/2019","1,676.00","1,676.00","1,676.00","1,676.00","0.02K","-0.04%"
"03/21/2019","1,676.67","1,700.00","1,701.00","1,675.00","0.14K","-1.95%"
"03/20/2019","1,710.00","1,710.00","1,710.00","1,710.00","0.04K","0.67%"
"03/19/2019","1,698.67","1,651.10","1,701.00","1,651.10","0.18K","-1.81%"
"03/18/2019","1,730.00","1,740.00","1,744.99","1,699.00","0.66K","3.15%"
"03/15/2019","1,677.16","1,699.99","1,699.99","1,630.00","0.66K","-1.31%"
"03/14/2019","1,699.49","1,650.00","1,706.00","1,640.00","3.88K","-0.35%"
"03/13/2019","1,705.44","1,798.00","1,798.00","1,705.44","19.68K","-5.00%"
"03/12/2019","1,795.20","1,775.00","1,799.00","1,771.00","0.28K","-1.63%"
"03/11/2019","1,824.99","1,849.98","1,849.98","1,800.00","0.34K","-0.73%"
"03/08/2019","1,838.45","1,838.00","1,838.45","1,820.00","2.16K","5.00%"
"03/07/2019","1,750.91","1,700.00","1,750.91","1,700.00","2.02K","5.00%"
"03/05/2019","1,667.54","1,625.00","1,700.00","1,625.00","0.50K","1.37%"
"03/04/2019","1,645.00","1,638.00","1,645.00","1,638.00","0.28K","0.70%"
"03/01/2019","1,633.51","1,639.99","1,639.99","1,630.00","0.08K","2.16%"
"02/28/2019","1,599.00","1,598.00","1,600.00","1,594.00","0.30K","4.44%"
"02/27/2019","1,531.00","1,600.00","1,600.00","1,531.00","0.22K","-4.61%"
"02/26/2019","1,605.01","1,600.00","1,668.49","1,600.00","0.08K","0.00%"
"02/25/2019","1,605.00","1,605.00","1,605.00","1,605.00","0.02K","0.31%"
"02/22/2019","1,600.00","1,600.00","1,600.00","1,600.00","0.06K","-0.06%"
"02/20/2019","1,601.00","1,601.00","1,601.00","1,601.00","0.02K","0.06%"
"02/19/2019","1,600.00","1,596.00","1,600.00","1,596.00","0.10K","0.00%"
"02/18/2019","1,600.00","1,625.00","1,625.00","1,600.00","0.06K","-0.34%"
"02/15/2019","1,605.50","1,605.00","1,606.00","1,605.00","0.04K","-0.59%"
"02/14/2019","1,614.99","1,600.00","1,614.99","1,590.00","0.08K","1.57%"
"02/12/2019","1,590.00","1,590.00","1,590.00","1,590.00","0.02K","0.63%"
"02/11/2019","1,580.00","1,650.00","1,650.00","1,580.00","0.04K","-0.63%"
"02/08/2019","1,590.01","1,590.00","1,648.99","1,589.99","0.18K","-0.50%"
"02/07/2019","1,597.99","1,597.99","1,597.99","1,597.99","0.02K","0.31%"
"02/06/2019","1,593.00","1,565.00","1,593.00","1,565.00","0.08K","1.46%"
"02/04/2019","1,570.05","1,600.00","1,600.00","1,560.00","0.26K","-1.56%"
"01/31/2019","1,595.00","1,595.00","1,595.00","1,595.00","0.04K","-0.31%"
"01/30/2019","1,600.00","1,600.00","1,600.00","1,600.00","0.06K","1.27%"
"01/29/2019","1,580.00","1,600.00","1,600.01","1,579.99","0.12K","-0.32%"
"01/28/2019","1,585.00","1,600.00","1,602.00","1,585.00","0.14K","0.00%"
"01/25/2019","1,585.00","1,570.00","1,585.00","1,569.99","0.96K","0.96%"
"01/23/2019","1,570.00","1,560.00","1,570.00","1,560.00","0.04K","0.22%"
"01/22/2019","1,566.50","1,565.00","1,567.99","1,565.00","0.06K","-0.22%"
"01/21/2019","1,569.99","1,569.99","1,569.99","1,569.99","0.04K","1.29%"
"01/18/2019","1,550.00","1,550.00","1,550.00","1,550.00","0.02K","0.97%"
"01/17/2019","1,535.10","1,535.10","1,535.10","1,535.10","0.02K","-0.96%"
"01/16/2019","1,550.00","1,550.00","1,550.00","1,540.00","0.10K","-1.15%"
"01/15/2019","1,568.00","1,568.00","1,568.00","1,568.00","0.02K","1.16%"
"01/14/2019","1,550.00","1,527.00","1,550.00","1,522.23","0.14K","0.65%"
"01/09/2019","1,540.00","1,530.00","1,540.00","1,530.00","0.04K","0.92%"
"01/08/2019","1,526.00","1,549.00","1,549.00","1,526.00","0.18K","-1.23%"
"01/07/2019","1,545.00","1,545.00","1,545.00","1,545.00","0.02K","0.32%"
"01/04/2019","1,540.00","1,549.99","1,549.99","1,540.00","0.10K","-0.32%"
"01/03/2019","1,545.00","1,545.00","1,545.00","1,545.00","0.02K","-0.32%"
"01/02/2019","1,550.00","1,550.00","1,550.00","1,550.00","0.02K","0.32%"
"12/28/2018","1,545.00","1,526.00","1,545.00","1,526.00","0.10K","1.51%"
"12/27/2018","1,522.00","1,530.00","1,530.00","1,522.00","0.06K","0.79%"
"12/26/2018","1,510.00","1,510.10","1,510.10","1,510.00","0.04K","-2.45%"
"12/24/2018","1,548.00","1,548.00","1,548.00","1,548.00","0.02K","1.64%"
"12/20/2018","1,523.00","1,523.00","1,523.00","1,523.00","0.04K","-0.13%"
"12/18/2018","1,525.00","1,521.00","1,530.00","1,521.00","0.08K","0.13%"
"12/14/2018","1,523.00","1,525.00","1,535.00","1,515.00","0.14K","-0.35%"
"12/13/2018","1,528.42","1,560.00","1,560.00","1,525.01","0.08K","-2.52%"
"12/11/2018","1,568.00","1,550.01","1,568.00","1,550.01","0.06K","-0.13%"
"12/10/2018","1,570.00","1,570.00","1,570.00","1,570.00","0.08K","2.61%"
"12/07/2018","1,530.00","1,549.00","1,549.00","1,501.01","0.14K","0.99%"
"12/06/2018","1,515.00","1,515.00","1,515.00","1,500.00","0.18K","-1.75%"
"12/05/2018","1,542.00","1,542.00","1,542.00","1,542.00","0.04K","-2.41%"
"12/04/2018","1,580.00","1,580.00","1,580.00","1,550.00","0.14K","2.60%"
"12/03/2018","1,540.00","1,546.00","1,546.00","1,530.01","0.06K","-3.51%"
"11/30/2018","1,596.00","1,596.00","1,596.00","1,596.00","0.04K","0.25%"
"11/29/2018","1,592.00","1,592.01","1,592.01","1,592.00","0.16K","0.13%"
"11/28/2018","1,590.00","1,590.00","1,590.00","1,590.00","0.12K","-0.01%"
"11/27/2018","1,590.17","1,576.00","1,591.00","1,575.00","0.38K","-0.92%"
"11/26/2018","1,605.00","1,600.00","1,605.00","1,600.00","0.22K","0.31%"
"11/23/2018","1,600.00","1,595.00","1,600.00","1,595.00","0.06K","-0.31%"
"11/22/2018","1,605.00","1,611.50","1,612.00","1,571.01","0.56K","-0.50%"
"11/20/2018","1,613.02","1,610.10","1,616.00","1,610.10","0.14K","-0.12%"
"11/19/2018","1,615.00","1,614.90","1,615.01","1,614.00","0.60K","-0.38%"
"11/16/2018","1,621.18","1,650.00","1,669.99","1,612.01","0.56K","0.38%"
"11/15/2018","1,615.00","1,600.01","1,620.00","1,600.12","0.84K","0.02%"
"11/14/2018","1,614.75","1,625.00","1,625.00","1,609.00","0.32K","-4.73%"
"11/13/2018","1,695.00","1,690.01","1,695.01","1,690.00","2.06K","0.00%"
"11/12/2018","1,695.00","1,695.00","1,695.00","1,693.00","0.96K","0.00%"
"11/09/2018","1,695.00","1,681.13","1,695.00","1,681.13","0.60K","0.00%"
"11/08/2018","1,695.00","1,695.00","1,695.00","1,690.00","1.82K","-0.29%"
"11/07/2018","1,699.99","1,690.02","1,715.00","1,690.02","0.68K","0.32%"
"11/06/2018","1,694.50","1,700.00","1,700.00","1,681.00","1.24K","0.27%"
"11/05/2018","1,690.00","1,690.00","1,700.00","1,690.00","0.50K","-0.59%"
"11/02/2018","1,700.00","1,769.98","1,784.97","1,691.01","2.04K","0.00%"
"11/01/2018","1,700.00","1,695.00","1,795.88","1,695.00","0.54K","-0.66%"
"10/31/2018","1,711.37","1,720.00","1,743.01","1,711.37","0.68K","-5.00%"
"10/30/2018","1,801.44","1,991.04","1,991.06","1,801.44","1.40K","-5.00%"
"10/29/2018","1,896.25","1,900.00","1,900.00","1,826.01","0.30K","-0.11%"
"10/26/2018","1,898.33","1,890.00","1,899.00","1,890.00","0.12K","2.33%"
"10/25/2018","1,855.02","1,870.00","1,890.00","1,855.01","0.22K","1.64%"
"10/24/2018","1,825.00","1,825.00","1,825.00","1,825.00","0.02K","0.83%"
"10/23/2018","1,810.00","1,800.00","1,835.00","1,800.00","0.56K","-0.82%"
"10/22/2018","1,824.99","1,731.00","1,824.99","1,725.00","0.08K","2.53%"
"10/19/2018","1,780.00","1,760.00","1,780.00","1,760.00","0.06K","3.49%"
"10/18/2018","1,720.00","1,717.00","1,720.00","1,717.00","0.04K","1.08%"
"10/17/2018","1,701.60","1,700.00","1,750.00","1,700.00","1.18K","1.29%"
"10/16/2018","1,680.00","1,680.00","1,680.00","1,680.00","0.04K","0.02%"
"10/15/2018","1,679.68","1,600.11","1,680.00","1,600.11","0.56K","2.37%"
"10/12/2018","1,640.78","1,769.99","1,769.99","1,631.01","0.30K","-3.82%"
"10/11/2018","1,706.00","1,724.99","1,724.99","1,687.01","0.06K","2.62%"
"10/10/2018","1,662.50","1,700.01","1,710.00","1,662.50","0.24K","-5.00%"
"10/09/2018","1,750.00","1,806.00","1,806.00","1,750.00","0.06K","1.74%"
"10/08/2018","1,720.00","1,786.00","1,786.00","1,720.00","0.10K","-4.18%"
"10/05/2018","1,795.00","1,786.00","1,845.00","1,786.00","0.12K","-4.47%"
"10/02/2018","1,879.00","1,879.00","1,879.00","1,879.00","0.02K","1.08%"
"10/01/2018","1,859.00","1,859.00","1,859.00","1,859.00","0.02K","1.86%"
"09/28/2018","1,825.00","1,825.00","1,825.00","1,815.00","0.68K","-0.82%"
"09/26/2018","1,840.01","1,840.01","1,840.01","1,840.01","0.02K","-1.34%"
"09/24/2018","1,865.00","1,850.01","1,865.00","1,850.01","0.06K","-0.80%"
"09/19/2018","1,880.00","1,890.00","1,890.00","1,880.00","0.18K","1.59%"
"09/18/2018","1,850.51","1,840.00","1,880.00","1,840.00","0.16K","0.57%"
"09/17/2018","1,839.99","1,801.08","1,839.99","1,801.08","0.08K","0.55%"
"09/14/2018","1,830.00","1,845.00","1,845.00","1,830.00","0.04K","-0.54%"
"09/13/2018","1,840.00","1,800.00","1,840.00","1,765.00","0.22K","2.22%"
"09/11/2018","1,800.01","1,800.01","1,805.00","1,800.01","0.06K","-1.10%"
"09/10/2018","1,820.00","1,820.00","1,821.00","1,820.00","0.08K","0.95%"
"09/07/2018","1,802.80","1,890.00","1,890.00","1,800.00","0.16K","-1.49%"
"09/05/2018","1,830.01","1,835.01","1,835.01","1,830.00","0.08K","-1.08%"
"09/03/2018","1,850.00","1,840.00","1,850.00","1,840.00","0.08K","0.00%"
"08/31/2018","1,850.00","1,815.00","1,899.99","1,815.00","0.34K","2.07%"
"08/30/2018","1,812.50","1,819.00","1,820.00","1,812.00","0.94K","0.03%"
"08/29/2018","1,812.00","1,820.00","1,825.00","1,812.00","0.44K","-2.84%"
"08/28/2018","1,865.00","1,865.00","1,865.00","1,865.00","0.08K","0.00%"
"08/27/2018","1,865.00","1,875.00","1,889.99","1,865.00","0.22K","0.00%"
"08/24/2018","1,865.00","1,910.00","1,930.00","1,865.00","0.10K","-1.69%"
"08/20/2018","1,896.98","1,896.98","1,896.98","1,896.98","0.04K","4.17%"
"08/17/2018","1,821.01","1,860.00","1,860.00","1,821.01","0.04K","-0.63%"
"08/16/2018","1,832.51","1,850.00","1,898.94","1,825.00","0.08K","-3.45%"
"08/15/2018","1,897.98","1,870.00","1,897.98","1,870.00","0.04K","2.59%"
"08/13/2018","1,850.00","1,850.00","1,851.00","1,850.00","0.50K","-2.63%"
"08/10/2018","1,899.98","1,900.00","1,900.00","1,860.00","0.32K","0.00%"
"08/09/2018","1,899.89","1,899.89","1,899.89","1,899.89","0.02K","3.25%"
"08/07/2018","1,840.00","1,840.00","1,840.00","1,840.00","0.02K","-0.54%"
"08/02/2018","1,850.00","1,820.00","1,850.00","1,820.00","0.12K","-1.60%"
"08/01/2018","1,880.00","1,879.00","1,880.00","1,879.00","0.12K","2.79%"
"07/31/2018","1,829.00","1,860.01","1,870.02","1,829.00","0.36K","-3.31%"
"07/30/2018","1,891.70","1,900.00","1,900.00","1,890.00","0.48K","-0.44%"
"07/27/2018","1,900.00","1,900.00","1,900.00","1,900.00","0.02K","0.35%"
"07/26/2018","1,893.35","1,900.00","1,900.00","1,880.00","0.80K","-1.24%"
"07/24/2018","1,917.10","1,940.00","1,940.00","1,911.00","0.24K","-0.67%"
"07/23/2018","1,930.00","1,930.00","1,930.00","1,930.00","0.04K","3.76%"
